id	kind	width	lines	ja	ko
M00053.0	desc	30	13	董卓の死後、曹操は董卓軍の残党⏎を次々と追討した。最後に残った⏎のは、宛に立てこもる張繍である。⏎史実では、張繍は奇才・賈{U:F049}を軍⏎師に擁し、数年に渡って曹操の攻⏎撃を凌ぎきった。プレイヤーはそ⏎の張繍となり、打倒曹操を目指す。⏎張繍の伯母・鄒氏と曹操の密会を⏎利用したり、敵の攻める場所を察⏎知して罠を仕掛ける虚誘掩殺の計⏎など、「演義」では様々な謀略を⏎駆使した張繍軍。この難局を乗り⏎切るには同様の奇策が必要だ。	동탁 사후 조조는 동탁군 잔당을⏎속속 토벌했다. 남은 것은 완에⏎틀어박힌 장수다. 역사에서⏎장수는 기재 가후를 군사로 두고⏎수년간 조조의 공격을 막아 냈다.⏎플레이어는 장수가 되어 조조⏎타도를 노린다. 장수의⏎숙모 추씨와 조조의 밀회를⏎이용하거나, 적이 공격할 곳을⏎간파해 덫을 놓는 허유엄살지계⏎등, 「연의」에서 온갖 모략을⏎구사한 장수군. 이 난국을 헤쳐⏎나가려면 그런 기책이 필요하다.
M00054.0	label	20	1	後継者争い	후계자 다툼
M00055.0	desc	30	13	曹操と袁紹が天下を懸けた「官渡⏎の戦い」。敗れた袁紹は失意の病⏎に倒れ、三男の袁尚が後継者とな⏎った。しかし、長男の袁譚が異を⏎唱え、袁紹軍は袁尚派と袁譚派に⏎分裂する。曹操は対袁戦線に曹洪⏎を残し、自らは南の劉表を攻めた。⏎このシナリオは袁尚と袁譚、曹洪⏎の３勢力が河北を争う。プレイヤ⏎ーは袁尚、または袁譚を担当し、⏎もう一方の後継者候補の打倒を目⏎指す。第三勢力の曹洪軍への対応⏎がポイントとなる。	조조와 원소가 천하를 걸고 싸운⏎「관도대전」에서 패한 원소는⏎실의 속에 병으로 쓰러지고⏎삼남 원상이 뒤를 이었으나 장남⏎원담이 반발해 원소군은⏎원상파와 원담파로 갈라진다.⏎조조는 원씨와의 전선에 조홍을⏎남기고 자신은 남쪽 유표를 쳤다.⏎원상, 원담, 조홍 3세력이⏎하북을 다툰다. 플레이어는 원상⏎또는 원담을 담당해 다른 후계자⏎후보의 타도를 노린다. 제3세력⏎조홍군에 대한 대응이 열쇠다.
M00056.0	label	20	1	赤壁炎上	불타는 적벽
M00057.0	desc	30	13	三国志最大の山場「赤壁の戦い」⏎を再現。プレイヤーは孫権軍を担⏎当し、劉備軍とともに曹操打倒を⏎目指す。劉備軍を加えても曹操軍⏎との戦力差は埋められず、苦戦が⏎予想される。長江を活かし、孫権⏎軍得意の水上戦に持ち込むのが良⏎策だ。曹操配下で水軍系兵法に長⏎けた蔡瑁ら数名を除けば、勝利は⏎確実なものとなる。「埋伏の毒」⏎や「苦肉の計」など、「演義」で⏎は謀略百出の大戦をいかに切り抜⏎けるか。	삼국지의 절정 「적벽대전」을⏎재현. 플레이어는 손권군을⏎담당해 유비군과 함께 조조⏎타도를 노린다. 유비군을 더해도⏎전력이 조조군에 뒤져 고전이⏎예상된다. 장강을 살려 손권군의⏎특기인 수상전으로 끌고 가는⏎것이 좋다. 조조 휘하의 수군계⏎병법에 능한 채모 등 몇 명을⏎제거하면 승리는 확실해진다.⏎「매복의 독」, 「고육지계」 등⏎「연의」에서 모략이 난무한⏎대전을 어떻게 헤쳐 나갈까.
M00058.0	label	20	1	七縦七擒	칠종칠금
M00059.0	desc	30	13	南蛮に遠征した諸葛亮は、七度捕⏎らえ七度放つ「七縦七擒の策」で⏎孟獲を心服させた。南蛮の領有を⏎続けるためには、力押しで屈伏さ⏎せるわけにはいかなかったのであ⏎る。プレイヤーは蜀軍を担当し、⏎孟獲を攻め滅ぼさずに七回捕らえ⏎なければならない。孟獲を解放す⏎るごとに孟獲軍の陣容は増してい⏎くので要注意。孟獲軍の武将は強⏎力な兵法を習得しているが、知力⏎の低さが弱点。正面衝突は避け、⏎計略で挑みたい。	남만에 원정한 제갈량은 일곱 번⏎사로잡고 일곱 번 풀어 주는⏎「칠종칠금」 계책으로 맹획을⏎심복시켰다. 힘으로 누르면⏎남만을 계속 다스릴 수 없었다.⏎플레이어는 촉군을 담당해⏎맹획을 멸하지 않고 일곱 번⏎사로잡아야 한다. 풀어 줄⏎때마다 맹획군 진용이 늘어나니⏎주의. 맹획군 무장은 강력한⏎병법을 습득했지만 지력이 낮은⏎것이 약점. 정면 충돌은 피하고⏎계략으로 맞서자.
M00060.0	label	20	1	呉平定戦	오 평정전
M00061.0	desc	30	13	三国時代の終焉、「呉の平定戦」⏎を再現したシナリオ。プレイヤー⏎は晋を担当する。主戦場は長江と⏎なり、水軍系兵法が威力を発揮す⏎る。呉は水軍系兵法を使える武将⏎は多いが、有能な人材は少ない。⏎皇帝・孫晧の暴政で国力も疲弊し、⏎かろうじて兵力を保っている状態⏎だ。対する晋軍は、杜預や王濬ら⏎有能な将が、呉攻略に備えて水軍⏎系兵法を習得し、万全な態勢を敷⏎いている。戦力的には問題ないの⏎で、あとは時間との勝負になる。	삼국 시대의 끝 「오 평정전」을⏎재현한 시나리오. 플레이어는⏎진을 담당한다. 주전장은⏎장강으로, 수군계 병법이 위력을⏎발휘한다. 오는 수군계 병법을⏎쓰는 무장은 많으나 인재가 적다.⏎황제 손호의 폭정으로 국력도⏎피폐해 간신히 병력을 유지하는⏎상태다. 한편 진군은 두예, 왕준⏎등 유능한 장수들이 수군계⏎병법을 습득해 오 공략에 만전을⏎기했다. 전력상 문제는 없으니⏎이제 시간과의 싸움이다.
M00062.0	label	20	1	盟主袁紹	맹주 원소
M00063.0	desc	30	13	暴政を振るう董卓を打倒すべく結⏎ばれた「反董卓連合」。プレイヤ⏎ーは連合盟主である袁紹を担当し、⏎諸侯を率いて董卓軍と戦う。袁紹⏎軍には曹操、劉備三兄弟、孫堅ら⏎がそろい、戦力的にも董卓軍と互⏎角に渡り合える。「演義」で描か⏎れているように、正面から呂布と⏎戦い、虎牢関を抜けることも可能。⏎史実では洛陽解放後に分裂してし⏎まった諸侯を最後までまとめ上げ⏎ることができれば、董卓打倒も夢⏎ではない。	폭정을 일삼는 동탁을 치려고⏎결성된 「반동탁 연합」.⏎플레이어는 연합 맹주인 원소를⏎담당해 제후를 이끌고 동탁군과⏎싸운다. 원소군에는 조조, 유비⏎삼형제, 손견 등이 모여⏎동탁군과 대등하게 맞설 수 있다.⏎「연의」처럼 정면으로 여포와⏎싸워 호뢰관을 돌파할 수도 있다.⏎역사에서는 낙양 해방 후 분열한⏎제후를 끝까지 하나로 묶는다면⏎동탁 타도도 꿈이 아니다.
M00064.0	label	20	1	趙雲参上	조운 등장
M00065.0	desc	30	13	趙雲、字は子龍。人気投票で常に⏎首位をキープする彼が今回の主役。⏎主君の公孫{U:F040}が袁紹に滅ぼされた⏎後、趙雲は劉備を訪ねて汝南まで⏎やって来た。折しも時代は、曹操⏎と袁紹が中原の覇権を懸けて争う⏎「官渡の戦い」直前。曹操に追わ⏎れ、袁紹の下を去った劉備は行方⏎が知れない。趙雲は周倉ら元黄巾⏎賊の将を従え、汝南で独立。じっ⏎と機会を待つことにした。果たし⏎て彼は、劉備と再会し天下のため⏎に戦うことができるのか。	조운, 자는 자룡. 인기 투표에서⏎늘 1위인 그가 이번 주인공이다.⏎주군 공손찬이 원소에게 망한 뒤⏎조운은 유비를 찾아 여남에 왔다.⏎때는 마침 조조와 원소가 중원의⏎패권을 건 「관도대전」 직전.⏎조조에게 쫓기고 원소 곁을 떠난⏎유비는 행방이 묘연하다. 조운은⏎주창 등 황건적 출신 장수를⏎거느리고 여남에서 독립해⏎가만히 때를 기다리기로 했다.⏎과연 그는 유비와 재회해 천하를⏎위해 싸울 수 있을까.
M00066.0	label	20	1	魏延の野望	위연의 야망
M00067.0	desc	30	13	「五丈原の戦い」で諸葛亮が陣没⏎した後、蜀軍は楊儀の指揮で撤退。⏎軍の主軸としての自負がある魏延⏎は、自分ではなく楊儀が指揮官に⏎なったことに反発する。もともと⏎２人は折合いが悪く、「正史」で⏎も諸葛亮がこのことを嘆いている。⏎諸葛亮の懸念どおり、魏延は楊儀⏎の作戦を妨害し、両者は協調しな⏎い。プレイヤーは魏延を担当。配⏎下は馬岱だけで、戦力面でも圧倒⏎的に不利だ。魏延個人の戦闘力と⏎自負で戦い抜けるか。	「오장원 전투」에서 제갈량이⏎죽자 촉군은 양의의 지휘로 철수.⏎군의 주축을 자부하던 위연은⏎자신이 아닌 양의가 지휘관이 된⏎데 반발한다. 원래 둘은 사이가⏎나빠 「정사」에서도 제갈량이⏎이를 한탄했다. 제갈량의⏎걱정대로 위연은 양의의 작전을⏎방해하고 둘은 협조하지 않는다.⏎플레이어는 위연을 담당. 부하는⏎마대뿐, 전력도 압도적으로⏎불리하다. 위연 개인의 전투력과⏎자부심으로 싸워 나갈 수 있을까.
M00068.0	label	20	1	打倒司馬一族	사마 일족 타도
M00069.0	desc	30	13	諸葛亮との激戦を終えた司馬懿は⏎次第に魏朝の実権を掌握。ついに⏎はクーデターを起こして政権を奪⏎う。彼の専横を憎む諸将は次々と⏎反乱を起こし、団結して司馬一族⏎に立ち向かっていく。プレイヤー⏎は諸葛誕を担当し、反乱を起こし⏎た諸将をまとめ、司馬家打倒を目⏎指す。拠点となる寿春は対呉最前⏎線だったため、魏軍の主力が結集⏎していて、兵力も十分。史実では⏎彼以外にも反司馬を掲げた人物が⏎まだいるが……。	제갈량과 격전을 치른 사마의는⏎점차 위의 실권을 장악. 마침내⏎정변을 일으켜 정권을 빼앗는다.⏎그의 전횡을 미워한 장수들이⏎잇달아 반란을 일으키고 단결해⏎사마 일족에 맞서 나간다.⏎플레이어는 제갈탄을 담당해⏎반란을 일으킨 장수들을 모아⏎사마씨 타도를 노린다. 거점인⏎수춘은 오와의 최전선이었기에⏎위군 주력이 결집해 병력도 충분.⏎역사에서는 그 말고도 반사마를⏎내건 인물이 더 있는데……
M00070.0	label	20	1	英雄集結～中原の覇者	영웅집결~중원의 패자
M00071.0	desc	30	10	全史実武将を中原に結集させた完⏎全架空のシナリオ。歴史の年代や⏎実際の勢力図に関わりなく君主を⏎配置している。生年や寿命の制限⏎は存在しない。せまい中原に各地⏎の有力勢力がひしめきあい、息つ⏎く暇もない攻防が展開されること⏎は必定。他のチャレンジシナリオ⏎とは異なり、短期の時間制限は設⏎けていない。	역사상의 무장을 모두 중원에⏎결집시킨 완전 가상 시나리오.⏎실제 연대나 세력 판도와⏎상관없이 군주를 배치했다.⏎생년과 수명 제한은 없다. 좁은⏎중원에 각지의 유력 세력이⏎밀집해 숨 돌릴 틈 없는⏎공방이 펼쳐질 것이 분명하다.⏎다른 챌린지 시나리오와 달리⏎단기 시간 제한은 두지 않았다.
M00072.0	label	20	1	報讐雪恨戦	설욕전
M00073.0	desc	30	13	{U:F04B}州で人材を集めていた曹操のも⏎とに悲報が届く。父・曹嵩が{U:F04B}州⏎に向かう途中、徐州で陶謙の配下⏎に殺されたのだ。曹操は復讐のた⏎め、「報讐雪恨（あだをほうじて⏎うらみをすすぐ）」を旗印に大軍⏎を率いて徐州へ向かった。陶謙は⏎部下の過ちであるとして撤兵を願⏎うが、曹操の怒りは止まらない。⏎迫りくる曹操軍に怯えた陶謙は諸⏎侯へ救援を求めた。だが、曹操の⏎威勢を恐れ、諸侯は誰１人として⏎動こうとしない。その時……	연주에서 인재를 모으던 조조는⏎비보를 접한다. 부친 조숭이⏎연주로 오다가 서주에서 도겸의⏎부하에게 살해됐다. 조조는⏎「보수설한(원수를 갚고 한을⏎씻음)」을 기치로 대군을 이끌고⏎서주로 향했다. 도겸은 부하의⏎잘못이라며 철병을 청했으나⏎조조의 분노는 그치지 않는다.⏎조조군에 겁먹은 도겸은⏎제후에게 구원을 청했다. 그러나⏎조조의 위세가 두려운 제후는⏎누구도 나서지 않는다. 그때……
M00074.0	label	20	1	偽帝討伐戦	위제 토벌전
M00075.0	desc	30	13	曹操は陶謙を破り、父の仇を討つ⏎とともに徐州を手に入れた。だが、⏎その留守を狙う者がいた。董卓を⏎裏切り群雄として台頭してきた呂⏎布である。濮陽を奪われ、すぐさ⏎ま反撃に転じようとした曹操だっ⏎たが、いまだ陶謙の残党が残る徐⏎州を去るわけにはいかなかった。⏎曹操はやむなく呂布と手を結ぶこ⏎とにする。そこへ驚くべき知らせ⏎が入った。淮南の袁術が帝位を僭⏎称したというのだ。曹操は自らの⏎威信を示すため、討伐を決意した。	조조는 도겸을 무찔러 부친의⏎원수를 갚고 서주를 손에 넣었다.⏎그러나 그 빈틈을 노리는 자가⏎있었다. 동탁을 배신하고⏎군웅으로 떠오른 여포다. 복양을⏎빼앗긴 조조는 곧바로 반격하려⏎했으나 아직 도겸의 잔당이 남은⏎서주를 떠날 수 없었다. 조조는⏎부득이 여포와 손을 잡기로 한다.⏎그때 회남의 원술이 제위를⏎참칭했다는 놀라운 소식이⏎들어왔다. 조조는 자신의 위신을⏎보이려고 토벌을 결심했다.
M00076.0	label	20	1	濮陽防衛戦	복양 방위전
M00077.0	desc	30	13	呂布、濮陽に進軍す。この知らせ⏎を受けた曹操は驚愕した。群雄と⏎して名を上げようとしている呂布⏎に本拠地を与えてはまずい。徐州⏎攻めは私事であるが、呂布攻めは⏎公の戦いである。そう言い放つと、⏎曹操は断腸の思いで陶謙との和睦⏎を申し出た。もとより陶謙に異存⏎はない。ここに両者の戦いは終結⏎を迎えた。曹操は濮陽を守るため⏎にも、新たなる猛将を求めていた。⏎噂では恐るべき臂力を持つ男が野⏎に隠れているというのだが……	여포, 복양으로 진군. 이 소식에⏎조조는 경악했다. 군웅으로⏎발돋움하려는 여포에게 본거지를⏎내줄 수는 없다. 서주 공격은⏎사사로운 일이나 여포 공격은⏎공적인 싸움이다. 그리 단언한⏎조조는 눈물을 머금고 도겸에게⏎화친을 청했다. 도겸도 물론⏎이의가 없어 양측의 싸움은⏎끝났다. 조조는 복양을 지킬 새⏎맹장이 필요했다. 소문으로는⏎무서운 완력의 사내가 재야에⏎숨어 있다는데……
